# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=6][T/m^n] 
+7.1349999999998090e+01 -5.7050340387904885e-01 +7.9855988688511150e+00 -2.7016608866259264e+00 -1.1459096881938278e+02 -2.1324234490106013e+07 
+7.1399999999998087e+01 -5.7050020525057976e-01 +7.9855967024395476e+00 -2.7012412435559896e+00 -1.1459070734098509e+02 -2.1385522527337421e+07 
+7.1449999999998084e+01 -5.7049700825299832e-01 +7.9855944302154782e+00 -2.7007942835408358e+00 -1.1458862738692318e+02 -2.1448679740223456e+07 
+7.1499999999998082e+01 -5.7049381276840849e-01 +7.9855920719862956e+00 -2.7003289378341395e+00 -1.1458504475689280e+02 -2.1512750545985807e+07 
+7.1549999999998079e+01 -5.7049061867894058e-01 +7.9855896475673331e+00 -2.6998541362052602e+00 -1.1458027536926295e+02 -2.1576779489493389e+07 
+7.1599999999998076e+01 -5.7048742586674017e-01 +7.9855871767813289e+00 -2.6993788073018403e+00 -1.1457463525380614e+02 -2.1639811216313004e+07 
+7.1649999999998073e+01 -5.7048423421398164e-01 +7.9855846794583734e+00 -2.6989118781812604e+00 -1.1456844054973358e+02 -2.1700890508692823e+07 
+7.1699999999998070e+01 -5.7048104360285479e-01 +7.9855821754367469e+00 -2.6984622747489180e+00 -1.1456200751984173e+02 -2.1759062255854793e+07 
+7.1749999999998067e+01 -5.7047785391557426e-01 +7.9855796845624161e+00 -2.6980389214454168e+00 -1.1455565254137595e+02 -2.1813371474246725e+07 
+7.1799999999998064e+01 -5.7047466503437605e-01 +7.9855772266882523e+00 -2.6976507414169215e+00 -1.1454969209601016e+02 -2.1862863293739632e+07 
+7.1849999999998062e+01 -5.7047147684151955e-01 +7.9855748216758231e+00 -2.6973066563152521e+00 -1.1454444279519254e+02 -2.1906582981064331e+07 
+7.1899999999998059e+01 -5.7046828921928261e-01 +7.9855724893937916e+00 -2.6970155866396657e+00 -1.1454022135696106e+02 -2.1943575902066510e+07 
+7.1949999999998056e+01 -5.7046510204996992e-01 +7.9855702497188714e+00 -2.6967864511862829e+00 -1.1453734461979523e+02 -2.1972887581952699e+07 
+7.1999999999998053e+01 -5.7046191521913248e-01 +7.9855681236452112e+00 -2.6966278476175467e+00 -1.1453614484370257e+02 -2.1993606352750182e+07 
+7.2049999999998050e+01 -5.7045872866887193e-01 +7.9855661391701771e+00 -2.6965442695328448e+00 -1.1453701974729488e+02 -2.2005282587591007e+07 
+7.2099999999998047e+01 -5.7045554242645535e-01 +7.9855643036864130e+00 -2.6965337270920990e+00 -1.1454008858106228e+02 -2.2008187467680655e+07 
+7.2149999999998045e+01 -5.7045235654597093e-01 +7.9855626007522744e+00 -2.6965902203588756e+00 -1.1454515466091638e+02 -2.2003138355721954e+07 
+7.2199999999998042e+01 -5.7044917108363868e-01 +7.9855610122505114e+00 -2.6967074538873939e+00 -1.1455199393866590e+02 -2.1990999711716052e+07 
+7.2249999999998039e+01 -5.7044598609568198e-01 +7.9855595200570857e+00 -2.6968791310811455e+00 -1.1456038219429877e+02 -2.1972636308384173e+07 
+7.2299999999998036e+01 -5.7044280163833705e-01 +7.9855581060393996e+00 -2.6970989537067003e+00 -1.1457009501053817e+02 -2.1948913286648326e+07 
+7.2349999999998033e+01 -5.7043961776783747e-01 +7.9855567520577901e+00 -2.6973606226097839e+00 -1.1458090779288331e+02 -2.1920696079441782e+07 
+7.2399999999998030e+01 -5.7043643454042869e-01 +7.9855554399646982e+00 -2.6976578371364091e+00 -1.1459259575880314e+02 -2.1888850466942906e+07 
+7.2449999999998028e+01 -5.7043325201235662e-01 +7.9855541516043127e+00 -2.6979842954733977e+00 -1.1460493393135080e+02 -2.1854242553476978e+07 
+7.2499999999998025e+01 -5.7043007023987558e-01 +7.9855528688138380e+00 -2.6983336945077325e+00 -1.1461769715812375e+02 -2.1817738767181702e+07 
+7.2549999999998022e+01 -5.7042688927924723e-01 +7.9855515734214846e+00 -2.6986997296965818e+00 -1.1463066008080962e+02 -2.1780205884178538e+07 
+7.2599999999998019e+01 -5.7042370918673269e-01 +7.9855502472491890e+00 -2.6990760955608479e+00 -1.1464359717516966e+02 -2.1742510971809015e+07 
+7.2649999999998016e+01 -5.7042053001860404e-01 +7.9855488721095913e+00 -2.6994564850563658e+00 -1.1465628270722391e+02 -2.1705521455067713e+07 
+7.2699999999998013e+01 -5.7041735183113551e-01 +7.9855474298081317e+00 -2.6998345900688934e+00 -1.1466849076272304e+02 -2.1670105066552404e+07 
+7.2749999999998010e+01 -5.7041417468060496e-01 +7.9855459021422375e+00 -2.7002041012289286e+00 -1.1467999523575261e+02 -2.1637129867332458e+07 
+7.2799999999998008e+01 -5.7041099862330080e-01 +7.9855442709013378e+00 -2.7005587077644249e+00 -1.1469056982784888e+02 -2.1607464251255080e+07 
+7.2849999999998005e+01 -5.7040782371551146e-01 +7.9855425178667465e+00 -2.7008920978093691e+00 -1.1469998804691816e+02 -2.1581976930406630e+07 
+7.2899999999998002e+01 -5.7040465001353169e-01 +7.9855406248118710e+00 -2.7011979582574654e+00 -1.1470802321018408e+02 -2.1561536933776807e+07 
+7.2949999999997999e+01 -5.7040147757366011e-01 +7.9855385735021871e+00 -2.7014699747593354e+00 -1.1471444844232093e+02 -2.1547013619687509e+07 
+7.2999999999997996e+01 -5.7039830644868361e-01 +7.9855363444432133e+00 -2.7017021461374453e+00 -1.1471901080036592e+02 -2.1539223756963328e+07 
+7.3049999999997993e+01 -5.7039513664814601e-01 +7.9855339146305120e+00 -2.7018911921133193e+00 -1.1472135740110387e+02 -2.1538593472644497e+07 
+7.3099999999997991e+01 -5.7039196813133453e-01 +7.9855312843176085e+00 -2.7020380128735169e+00 -1.1472141182604453e+02 -2.1545018073841084e+07 
+7.3149999999997988e+01 -5.7038880083557175e-01 +7.9855284772054578e+00 -2.7021472459699707e+00 -1.1471942933886082e+02 -2.1557845853322990e+07 
+7.3199999999997985e+01 -5.7038563469535475e-01 +7.9855255188696823e+00 -2.7022238772311451e+00 -1.1471569818632942e+02 -2.1576367436926544e+07 
+7.3249999999997982e+01 -5.7038246964518435e-01 +7.9855224348964846e+00 -2.7022728930475011e+00 -1.1471050685886078e+02 -2.1599873223576907e+07 
+7.3299999999997979e+01 -5.7037930561957806e-01 +7.9855192508805866e+00 -2.7022992800129870e+00 -1.1470414406289387e+02 -2.1627653411025885e+07 
+7.3349999999997976e+01 -5.7037614255305569e-01 +7.9855159924270493e+00 -2.7023080253585259e+00 -1.1469689874624198e+02 -2.1658997963996522e+07 
+7.3399999999997974e+01 -5.7037298038014883e-01 +7.9855126851498843e+00 -2.7023041167256410e+00 -1.1468906007952538e+02 -2.1693196625821117e+07 
+7.3449999999997971e+01 -5.7036981903539674e-01 +7.9855093546735176e+00 -2.7022925421776525e+00 -1.1468091747552457e+02 -2.1729538924945489e+07 
+7.3499999999997968e+01 -5.7036665845335066e-01 +7.9855060266317688e+00 -2.7022782901010634e+00 -1.1467276057748977e+02 -2.1767314182682458e+07 
+7.3549999999997965e+01 -5.7036349856856750e-01 +7.9855027266679048e+00 -2.7022663494722297e+00 -1.1466487925688138e+02 -2.1805811486085378e+07 
+7.3599999999997962e+01 -5.7036033931561547e-01 +7.9854994804353154e+00 -2.7022617095409043e+00 -1.1465756362663234e+02 -2.1844319721771859e+07 
+7.3649999999997959e+01 -5.7035718062907148e-01 +7.9854963135970589e+00 -2.7022693601011261e+00 -1.1465110403211010e+02 -2.1882127543085225e+07 
+7.3699999999997956e+01 -5.7035402244352229e-01 +7.9854932518261688e+00 -2.7022942912487755e+00 -1.1464579105769863e+02 -2.1918523403442666e+07 
+7.3749999999997954e+01 -5.7035086469356533e-01 +7.9854903208047459e+00 -2.7023414934674186e+00 -1.1464191551343788e+02 -2.1952795539863598e+07 
+7.3799999999997951e+01 -5.7034770731380346e-01 +7.9854875462256505e+00 -2.7024159577642770e+00 -1.1463976845781534e+02 -2.1984231966658365e+07 
+7.3849999999997948e+01 -5.7034455023885544e-01 +7.9854849537911816e+00 -2.7025226753622360e+00 -1.1463964118273539e+02 -2.2012120497824866e+07 
+7.3899999999997945e+01 -5.7034139340334555e-01 +7.9854825692136364e+00 -2.7026666379662481e+00 -1.1464182521813653e+02 -2.2035748728923135e+07 
+7.3949999999997942e+01 -5.7033823674190776e-01 +7.9854804182153973e+00 -2.7028528377088485e+00 -1.1464661233582279e+02 -2.2054404037129518e+07 
+7.3999999999997939e+01 -5.7033508019267354e-01 +7.9854785270937283e+00 -2.7030860194867738e+00 -1.1465430841910329e+02 -2.2067412727230430e+07 
+7.4049999999997937e+01 -5.7033192373819575e-01 +7.9854769147482916e+00 -2.7033695626464986e+00 -1.1466516599037782e+02 -2.2074275751463067e+07 
+7.4099999999997934e+01 -5.7032876744675731e-01 +7.9854755745873236e+00 -2.7037029692390333e+00 -1.1467914993130853e+02 -2.2074904223415125e+07 
+7.4149999999997931e+01 -5.7032561143610261e-01 +7.9854744790427077e+00 -2.7040808799645935e+00 -1.1469594537901092e+02 -2.2069846219230726e+07 
+7.4199999999997928e+01 -5.7032245582789809e-01 +7.9854735984570038e+00 -2.7044974937655430e+00 -1.1471520286929677e+02 -2.2059717699999463e+07 
+7.4249999999997925e+01 -5.7031930074377490e-01 +7.9854729031534086e+00 -2.7049470112532545e+00 -1.1473657255523705e+02 -2.2045134522160444e+07 
+7.4299999999997922e+01 -5.7031614630532790e-01 +7.9854723634382792e+00 -2.7054236346018734e+00 -1.1475970424311750e+02 -2.2026712455540128e+07 
+7.4349999999997920e+01 -5.7031299263411828e-01 +7.9854719495984945e+00 -2.7059215676464934e+00 -1.1478424735363411e+02 -2.2005067163238712e+07 
+7.4399999999997917e+01 -5.7030983985167261e-01 +7.9854716319029295e+00 -2.7064350157230126e+00 -1.1480985094438992e+02 -2.1980814227581076e+07 
+7.4449999999997914e+01 -5.7030668807948481e-01 +7.9854713806021405e+00 -2.7069581857418412e+00 -1.1483616370311651e+02 -2.1954569132779930e+07 
+7.4499999999997911e+01 -5.7030353743901108e-01 +7.9854711659278195e+00 -2.7074852862658516e+00 -1.1486283394266377e+02 -2.1926947267751180e+07 
+7.4549999999997908e+01 -5.7030038805167271e-01 +7.9854709580938072e+00 -2.7080105275539412e+00 -1.1488950961180626e+02 -2.1898563910553761e+07 
+7.4599999999997905e+01 -5.7029724003885729e-01 +7.9854707272951808e+00 -2.7085281213577530e+00 -1.1491583828424038e+02 -2.1870034256395523e+07 
+7.4649999999997902e+01 -5.7029409352191507e-01 +7.9854704437080262e+00 -2.7090322811826777e+00 -1.1494146715524423e+02 -2.1841973389505386e+07 
+7.4699999999997900e+01 -5.7029094862216623e-01 +7.9854700774903069e+00 -2.7095172219348913e+00 -1.1496604305287693e+02 -2.1814996314372037e+07 
+7.4749999999997897e+01 -5.7028780546088698e-01 +7.9854695987815685e+00 -2.7099771605278273e+00 -1.1498921243414722e+02 -2.1789717902161520e+07 
+7.4799999999997894e+01 -5.7028466415932277e-01 +7.9854689777023404e+00 -2.7104063153434685e+00 -1.1501062137646673e+02 -2.1766752934964135e+07 
+7.4849999999997891e+01 -5.7028152483868599e-01 +7.9854681843547359e+00 -2.7107989062834199e+00 -1.1502991558521430e+02 -2.1746716110314123e+07 
+7.4899999999997888e+01 -5.7027838762014649e-01 +7.9854671888219366e+00 -2.7111491552527114e+00 -1.1504674038676106e+02 -2.1730221984634899e+07 
+7.4949999999997885e+01 -5.7027525262484369e-01 +7.9854659611687078e+00 -2.7114512855219450e+00 -1.1506074073682076e+02 -2.1717885043241218e+07 
+7.4999999999997883e+01 -5.7027211997084837e-01 +7.9854644715692862e+00 -2.7116996972758431e+00 -1.1507156372290287e+02 -2.1710300057399984e+07 
+7.5049999999997880e+01 -5.7026898973906170e-01 +7.9854627024132609e+00 -2.7118892811815742e+00 -1.1507902036701658e+02 -2.1708065532356184e+07 
+7.5099999999997877e+01 -5.7026586189981843e-01 +7.9854606562945936e+00 -2.7120193811588789e+00 -1.1508312525585117e+02 -2.1711396641671807e+07 
+7.5149999999997874e+01 -5.7026273634556601e-01 +7.9854583543127742e+00 -2.7120957105783865e+00 -1.1508408167390782e+02 -2.1719780103730660e+07 
+7.5199999999997871e+01 -5.7025961296382710e-01 +7.9854558197225680e+00 -2.7121245197415673e+00 -1.1508212203377788e+02 -2.1732630920228802e+07 
+7.5249999999997868e+01 -5.7025649164216630e-01 +7.9854530758023348e+00 -2.7121120566815144e+00 -1.1507747920093647e+02 -2.1749364340897661e+07 
+7.5299999999997866e+01 -5.7025337226818806e-01 +7.9854501458526892e+00 -2.7120645672077903e+00 -1.1507038647350517e+02 -2.1769395859162148e+07 
+7.5349999999997863e+01 -5.7025025472953661e-01 +7.9854470531969559e+00 -2.7119882949634380e+00 -1.1506107758991472e+02 -2.1792141208659988e+07 
+7.5399999999997860e+01 -5.7024713891389966e-01 +7.9854438211820709e+00 -2.7118894812808212e+00 -1.1504978674167610e+02 -2.1817016371978082e+07 
+7.5449999999997857e+01 -5.7024402470900393e-01 +7.9854404731766548e+00 -2.7117743652915518e+00 -1.1503674854587355e+02 -2.1843437574904706e+07 
+7.5499999999997854e+01 -5.7024091200261851e-01 +7.9854370325727295e+00 -2.7116491838106320e+00 -1.1502219806952787e+02 -2.1870821300176680e+07 
+7.5549999999997851e+01 -5.7023780068254881e-01 +7.9854335227853852e+00 -2.7115201716628090e+00 -1.1500637082576516e+02 -2.1898584248944238e+07 
+7.5599999999997848e+01 -5.7023469063665122e-01 +7.9854299672526041e+00 -2.7113935609534567e+00 -1.1498950277096783e+02 -2.1926143417243764e+07 
+7.5649999999997846e+01 -5.7023158175281319e-01 +7.9854263894345259e+00 -2.7112755819843013e+00 -1.1497183029367356e+02 -2.1952916005373057e+07 
+7.5699999999997843e+01 -5.7022847391896980e-01 +7.9854228128154263e+00 -2.7111724624885012e+00 -1.1495359024522598e+02 -2.1978319495138060e+07 
+7.5749999999997840e+01 -5.7022536702309623e-01 +7.9854192609022689e+00 -2.7110904279960608e+00 -1.1493501991590253e+02 -2.2001771610473029e+07 
+7.5799999999997837e+01 -5.7022226095321049e-01 +7.9854157572245361e+00 -2.7110357016828819e+00 -1.1491635703609332e+02 -2.2022690335320044e+07 
+7.5849999999997834e+01 -5.7021915559736969e-01 +7.9854123253349529e+00 -2.7110145045395382e+00 -1.1489783978396375e+02 -2.2040493897613753e+07 
+7.5899999999997831e+01 -5.7021605084367599e-01 +7.9854089888100797e+00 -2.7110330551275283e+00 -1.1487970679596621e+02 -2.2054600791413568e+07 
+7.5949999999997829e+01 -5.7021294658027166e-01 +7.9854057712486259e+00 -2.7110975697684148e+00 -1.1486219714159252e+02 -2.2064429759324547e+07 
+7.5999999999997826e+01 -5.7020984269779995e-01 +7.9854026963736429e+00 -2.7112140984068374e+00 -1.1484555172358054e+02 -2.2069419942263983e+07 
+7.6049999999997823e+01 -5.7020673909962782e-01 +7.9853997843816495e+00 -2.7113883648987138e+00 -1.1482996407066632e+02 -2.2069033258496311e+07 
+7.6099999999997820e+01 -5.7020363575576472e-01 +7.9853970478959013e+00 -2.7116219947257130e+00 -1.1481561455693283e+02 -2.2063108310567193e+07 
+7.6149999999997817e+01 -5.7020053271045679e-01 +7.9853944835434225e+00 -2.7119100949334687e+00 -1.1480259073552412e+02 -2.2052157687769607e+07 
+7.6199999999997814e+01 -5.7019743001293799e-01 +7.9853920861326619e+00 -2.7122472292771143e+00 -1.1479096417779681e+02 -2.2036754930886615e+07 
+7.6249999999997812e+01 -5.7019432771242207e-01 +7.9853898504543226e+00 -2.7126279627205712e+00 -1.1478080609535466e+02 -2.2017473366802946e+07 
+7.6299999999997809e+01 -5.7019122585809756e-01 +7.9853877712807542e+00 -2.7130468615350289e+00 -1.1477218733336842e+02 -2.1994886105252694e+07 
+7.6349999999997806e+01 -5.7018812449913003e-01 +7.9853858433663243e+00 -2.7134984933228288e+00 -1.1476517837421054e+02 -2.1969566028183680e+07 
+7.6399999999997803e+01 -5.7018502368466428e-01 +7.9853840614469158e+00 -2.7139774267929759e+00 -1.1475984933156090e+02 -2.1942085820469666e+07 
+7.6449999999997800e+01 -5.7018192346381469e-01 +7.9853824202408195e+00 -2.7144782322848422e+00 -1.1475626996082021e+02 -2.1913017911368400e+07 
+7.6499999999997797e+01 -5.7017882388567909e-01 +7.9853809144471128e+00 -2.7149954811713020e+00 -1.1475450963828312e+02 -2.1882934532396004e+07 
+7.6549999999997794e+01 -5.7017572499932734e-01 +7.9853795387477460e+00 -2.7155237462760811e+00 -1.1475463739021730e+02 -2.1852407681322370e+07 
+7.6599999999997792e+01 -5.7017262685380643e-01 +7.9853782878055348e+00 -2.7160576017165723e+00 -1.1475672186181954e+02 -2.1822009131189410e+07 
+7.6649999999997789e+01 -5.7016952949814048e-01 +7.9853771562656055e+00 -2.7165916229045446e+00 -1.1476083134079340e+02 -2.1792310433669772e+07 
+7.6699999999997786e+01 -5.7016643298132785e-01 +7.9853761387541438e+00 -2.7171203866334275e+00 -1.1476703373809420e+02 -2.1763882909309626e+07 
+7.6749999999997783e+01 -5.7016333735234093e-01 +7.9853752298796818e+00 -2.7176384712138373e+00 -1.1477539660531743e+02 -2.1737297628857285e+07 
+7.6799999999997780e+01 -5.7016024266013376e-01 +7.9853744242314342e+00 -2.7181404558992184e+00 -1.1478598711288952e+02 -2.1713125479647920e+07 
+7.6849999999997777e+01 -5.7015714895363012e-01 +7.9853737163815746e+00 -2.7186209217073363e+00 -1.1479887207973628e+02 -2.1691937072515383e+07 
+7.6899999999997775e+01 -5.7015405628173177e-01 +7.9853731008823639e+00 -2.7190744508255653e+00 -1.1481411793506766e+02 -2.1674302809739135e+07 
+7.6949999999997772e+01 -5.7015096469331439e-01 +7.9853725722688091e+00 -2.7194956269177060e+00 -1.1483179075364573e+02 -2.1660792846932106e+07 
+7.6999999999997769e+01 -5.7014787423507962e-01 +7.9853721242084124e+00 -2.7198792369795139e+00 -1.1485193821833710e+02 -2.1651941764713295e+07 
+7.7049999999997766e+01 -5.7014478496660759e-01 +7.9853717401715727e+00 -2.7202205838103888e+00 -1.1487443680111025e+02 -2.1648131743656620e+07 
+7.7099999999997763e+01 -5.7014169693951500e-01 +7.9853713946368758e+00 -2.7205178919318005e+00 -1.1489896180108913e+02 -2.1649400651107553e+07 
+7.7149999999997760e+01 -5.7013861015316403e-01 +7.9853710734196168e+00 -2.7207744213272087e+00 -1.1492522971361274e+02 -2.1655279648000535e+07 
+7.7199999999997758e+01 -5.7013552460305361e-01 +7.9853707636680946e+00 -2.7209938564691898e+00 -1.1495296571416169e+02 -2.1665255796577998e+07 
+7.7249999999997755e+01 -5.7013244028469756e-01 +7.9853704525373583e+00 -2.7211798805004883e+00 -1.1498189514207994e+02 -2.1678816480168659e+07 
+7.7299999999997752e+01 -5.7012935719362012e-01 +7.9853701271900581e+00 -2.7213361754510066e+00 -1.1501174351128296e+02 -2.1695449378260404e+07 
+7.7349999999997749e+01 -5.7012627532536131e-01 +7.9853697747957826e+00 -2.7214664219783802e+00 -1.1504223650210376e+02 -2.1714642496841725e+07 
+7.7399999999997746e+01 -5.7012319467546779e-01 +7.9853693825317267e+00 -2.7215742998035322e+00 -1.1507309996964337e+02 -2.1735884120761432e+07 
+7.7449999999997743e+01 -5.7012011523950201e-01 +7.9853689375824191e+00 -2.7216634873126035e+00 -1.1510405994102003e+02 -2.1758662858310621e+07 
+7.7499999999997740e+01 -5.7011703701303851e-01 +7.9853684271394965e+00 -2.7217376615968418e+00 -1.1513484261183258e+02 -2.1782467639237158e+07 
+7.7549999999997738e+01 -5.7011395999166103e-01 +7.9853678384022651e+00 -2.7218004987471360e+00 -1.1516517435421621e+02 -2.1806787680270191e+07 
+7.7599999999997735e+01 -5.7011088417097011e-01 +7.9853671585767829e+00 -2.7218556733881756e+00 -1.1519478170328522e+02 -2.1831112539038356e+07 
+7.7649999999997732e+01 -5.7010780954657581e-01 +7.9853663748770698e+00 -2.7219068590553022e+00 -1.1522339137609343e+02 -2.1854932072195418e+07 
+7.7699999999997729e+01 -5.7010473611410262e-01 +7.9853654745241345e+00 -2.7219577279751137e+00 -1.1525073025562101e+02 -2.1877736459274296e+07 
+7.7749999999997726e+01 -5.7010166386918604e-01 +7.9853644447463372e+00 -2.7220119511255931e+00 -1.1527652539725835e+02 -2.1899016203637876e+07 
+7.7799999999997723e+01 -5.7009859280747466e-01 +7.9853632727799866e+00 -2.7220731983073829e+00 -1.1530050403764761e+02 -2.1918262114072349e+07 
+7.7849999999997721e+01 -5.7009552292463206e-01 +7.9853619458678740e+00 -2.7221451378645556e+00 -1.1532239357316824e+02 -2.1934965344553404e+07 
+7.7899999999997718e+01 -5.7009245421633148e-01 +7.9853604512607239e+00 -2.7222314370647300e+00 -1.1534192158096027e+02 -2.1948617352300160e+07 
+7.7949999999997715e+01 -5.7008938667826081e-01 +7.9853587762168550e+00 -2.7223357617687478e+00 -1.1535881581391406e+02 -2.1958709933022972e+07 
+7.7999999999997712e+01 -5.7008632030790229e-01 +7.9853569090726264e+00 -2.7224615825712037e+00 -1.1537282809387581e+02 -2.1964773980331525e+07 
+7.8049999999997709e+01 -5.7008325507693869e-01 +7.9853548540638055e+00 -2.7226120325957721e+00 -1.1538397368813757e+02 -2.1966514571118850e+07 
+7.8099999999997706e+01 -5.7008019094606532e-01 +7.9853526337504084e+00 -2.7227882740640728e+00 -1.1539255581604978e+02 -2.1963932484348252e+07 
+7.8149999999997704e+01 -5.7007712790947451e-01 +7.9853502629950137e+00 -2.7229882987392138e+00 -1.1539881003651810e+02 -2.1957388569362011e+07 
+7.8199999999997701e+01 -5.7007406596328736e-01 +7.9853477555933123e+00 -2.7232098589033384e+00 -1.1540295872677929e+02 -2.1947274375557374e+07 
+7.8249999999997698e+01 -5.7007100510359887e-01 +7.9853451253445042e+00 -2.7234507098252934e+00 -1.1540522432262082e+02 -2.1933980831204586e+07 
+7.8299999999997695e+01 -5.7006794532647531e-01 +7.9853423860526265e+00 -2.7237086096339165e+00 -1.1540582933390272e+02 -2.1917898267546479e+07 
+7.8349999999997692e+01 -5.7006488662795041e-01 +7.9853395515246754e+00 -2.7239813196951372e+00 -1.1540499632098003e+02 -2.1899416367925029e+07 
+7.8399999999997689e+01 -5.7006182900403268e-01 +7.9853366355734954e+00 -2.7242666041567740e+00 -1.1540294793301629e+02 -2.1878924220342584e+07 
+7.8449999999997686e+01 -5.7005877245070080e-01 +7.9853336520145586e+00 -2.7245622302014540e+00 -1.1539990686564227e+02 -2.1856810287260875e+07 
+7.8499999999997684e+01 -5.7005571696390311e-01 +7.9853306146688956e+00 -2.7248659680979661e+00 -1.1539609589907288e+02 -2.1833462401118334e+07 
+7.8549999999997681e+01 -5.7005266253956088e-01 +7.9853275373604227e+00 -2.7251755910742217e+00 -1.1539173786274100e+02 -2.1809267771571666e+07 
+7.8599999999997678e+01 -5.7004960917356218e-01 +7.9853244339182021e+00 -2.7254888754841913e+00 -1.1538705566663585e+02 -2.1784612976268057e+07 
+7.8649999999997675e+01 -5.7004655686177208e-01 +7.9853213181751164e+00 -2.7258036005546624e+00 -1.1538227228214627e+02 -2.1759883974186517e+07 
+7.8699999999997672e+01 -5.7004350560001937e-01 +7.9853182039681769e+00 -2.7261175487837583e+00 -1.1537761074667807e+02 -2.1735466073415633e+07 
+7.8749999999997669e+01 -5.7004045538410508e-01 +7.9853151051390023e+00 -2.7264285056997353e+00 -1.1537329417190598e+02 -2.1711743949857026e+07 
+7.8799999999997667e+01 -5.7003740620980192e-01 +7.9853120355333091e+00 -2.7267342598406077e+00 -1.1536954573453927e+02 -2.1689101648790497e+07 
+7.8849999999997664e+01 -5.7003435807285507e-01 +7.9853090090011722e+00 -2.7270326027346132e+00 -1.1536658868064428e+02 -2.1667922585296743e+07 
+7.8899999999997661e+01 -5.7003131096897319e-01 +7.9853060393962352e+00 -2.7273213293397678e+00 -1.1536464631591865e+02 -2.1648589499901380e+07 
+7.8949999999997658e+01 -5.7002826489383829e-01 +7.9853031405773844e+00 -2.7275982375048602e+00 -1.1536394202759875e+02 -2.1631484511825912e+07 
+7.8999999999997655e+01 -5.7002521984226362e-01 +7.9853003258253503e+00 -2.7278612186626452e+00 -1.1536468375909267e+02 -2.1616966595712215e+07 
+7.9049999999997652e+01 -5.7002217583737513e-01 +7.9852975975336484e+00 -2.7281077194665908e+00 -1.1536688700030298e+02 -2.1605340321269557e+07 
+7.9099999999997650e+01 -5.7001913291341588e-01 +7.9852949456609537e+00 -2.7283365227573815e+00 -1.1537036388894418e+02 -2.1596697569932792e+07 
+7.9149999999997647e+01 -5.7001609108555440e-01 +7.9852923675612155e+00 -2.7285485266387504e+00 -1.1537500273454172e+02 -2.1590884089003041e+07 
+7.9199999999997644e+01 -5.7001305036844174e-01 +7.9852898613045440e+00 -2.7287447436241483e+00 -1.1538070072117851e+02 -2.1587730443213124e+07 
+7.9249999999997641e+01 -5.7001001077676428e-01 +7.9852874249521850e+00 -2.7289261830737703e+00 -1.1538735484461247e+02 -2.1587067814151030e+07 
+7.9299999999997638e+01 -5.7000697232525144e-01 +7.9852850565574327e+00 -2.7290938508257558e+00 -1.1539486192553882e+02 -2.1588728044210989e+07 
+7.9349999999997635e+01 -5.7000393502867541e-01 +7.9852827541647740e+00 -2.7292487491162745e+00 -1.1540311859750668e+02 -2.1592543645065464e+07 
+7.9399999999997632e+01 -5.7000089890184802e-01 +7.9852805158105395e+00 -2.7293918767866212e+00 -1.1541202131418876e+02 -2.1598347777449742e+07 
+7.9449999999997630e+01 -5.6999786395961916e-01 +7.9852783395215825e+00 -2.7295242293027528e+00 -1.1542146633405603e+02 -2.1605974250738915e+07 
+7.9499999999997627e+01 -5.6999483021688191e-01 +7.9852762233163865e+00 -2.7296467985897550e+00 -1.1543134973206820e+02 -2.1615257538894754e+07 
+7.9549999999997624e+01 -5.6999179768857111e-01 +7.9852741652056070e+00 -2.7297605729819381e+00 -1.1544156740989060e+02 -2.1626032791661490e+07 
+7.9599999999997621e+01 -5.6998876638966423e-01 +7.9852721631900314e+00 -2.7298665372751518e+00 -1.1545201506514528e+02 -2.1638135824442133e+07 
+7.9649999999997618e+01 -5.6998573633517546e-01 +7.9852702152632711e+00 -2.7299656729093016e+00 -1.1546258823070673e+02 -2.1651403105358001e+07 
+7.9699999999997615e+01 -5.6998270754016556e-01 +7.9852683194089726e+00 -2.7300589576145184e+00 -1.1547318223442377e+02 -2.1665671787632871e+07 
+7.9749999999997613e+01 -5.6997968001973420e-01 +7.9852664736021781e+00 -2.7301473656506952e+00 -1.1548369221798150e+02 -2.1680779693171233e+07 
+7.9799999999997610e+01 -5.6997665378902629e-01 +7.9852646758099421e+00 -2.7302318675703630e+00 -1.1549401314603753e+02 -2.1696565330051813e+07 
+7.9849999999997607e+01 -5.6997362886322211e-01 +7.9852629239901018e+00 -2.7303134306408476e+00 -1.1550403978804775e+02 -2.1712867858668774e+07 
+7.9899999999997604e+01 -5.6997060525755172e-01 +7.9852612160919954e+00 -2.7303930181732912e+00 -1.1551366672887612e+02 -2.1729527154578291e+07 
+7.9949999999997601e+01 -5.6996758298728378e-01 +7.9852595500558756e+00 -2.7304715900729546e+00 -1.1552278836044439e+02 -2.1746383757255286e+07 
+7.9999999999997598e+01 -5.6996456206698021e-01 +7.9852579237256158e+00 -2.7305501822808043e+00 -1.1553130441369277e+02 -2.1763277379741281e+07 
+8.0049999999997596e+01 -5.6996154248401132e-01 +7.9852563374779377e+00 -2.7306313457502873e+00 -1.1553920297610759e+02 -2.1779945754982803e+07 
+8.0099999999997593e+01 -5.6995852422303983e-01 +7.9852547946063961e+00 -2.7307169062594858e+00 -1.1554657012409774e+02 -2.1796227482657567e+07 
