# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=4][T/m^n] polynom_b[n=5][T/m^n] polynom_b[n=6][T/m^n] 
+0.0000000000000000e+00 -5.5384800413684387e-01 +7.2200355412663120e+00 +5.5252373941776636e+00 -2.4899109137250569e+01 +3.2890563279268772e+03 -1.1025400326337347e+05 +1.0960701667316947e+07 
+5.0000000000000003e-02 -5.5384719197207388e-01 +7.2200218398793448e+00 +5.5264507884973977e+00 -2.5082704912529557e+01 +3.3148616233636817e+03 -1.0831331272969127e+05 +1.0665293591390243e+07 
+1.0000000000000001e-01 -5.5384679752974764e-01 +7.2200297727810172e+00 +5.5277876220035154e+00 -2.5251134418120667e+01 +3.3288983545547767e+03 -1.0643601737560969e+05 +1.0432219544744410e+07 
+1.5000000000000002e-01 -5.5384681981248807e-01 +7.2200593068290164e+00 +5.5292304745304195e+00 -2.5404821686939808e+01 +3.3314950419860393e+03 -1.0462017839595125e+05 +1.0259900822227268e+07 
+2.0000000000000001e-01 -5.5384725782296584e-01 +7.2201104088769998e+00 +5.5307619316494341e+00 -2.5544190565976656e+01 +3.3229800455213108e+03 -1.0286385848011522e+05 +1.0146759823360190e+07 
+2.5000000000000000e-01 -5.5384811056386452e-01 +7.2201830457826519e+00 +5.5323645775532162e+00 -2.5669665035536635e+01 +3.3036817660215233e+03 -1.0116511921802253e+05 +1.0091218654071515e+07 
+2.9999999999999999e-01 -5.5384937703787029e-01 +7.2202771843991567e+00 +5.5340209935635416e+00 -2.5781668879768972e+01 +3.2739286807640829e+03 -9.9522023723860795e+04 +1.0091698910481488e+07 
+3.4999999999999998e-01 -5.5385105624769770e-01 +7.2203927915824755e+00 +5.5357137630674336e+00 -2.5880625947653844e+01 +3.2340492086355594e+03 -9.7932634658075694e+04 +1.0146622588176025e+07 
+3.9999999999999997e-01 -5.5385314719608758e-01 +7.2205298341878095e+00 +5.5374254701746732e+00 -2.5966960054562474e+01 +3.1843717523154774e+03 -9.6395014840926349e+04 +1.0254411785575828e+07 
+4.4999999999999996e-01 -5.5385564888578442e-01 +7.2206882790698188e+00 +5.5391386970364733e+00 -2.6041094953345670e+01 +3.1252247625126688e+03 -9.4907227649073495e+04 +1.0413488289180372e+07 
+4.9999999999999994e-01 -5.5385856031956371e-01 +7.2208680930859828e+00 +5.5408360275911273e+00 -2.6103454481690221e+01 +3.0569366462450284e+03 -9.3467335758983478e+04 +1.0622274163707549e+07 
+5.4999999999999993e-01 -5.5386188050020080e-01 +7.2210692430909802e+00 +5.5425000429613709e+00 -2.6154462353857006e+01 +2.9798358800815745e+03 -9.2073402777019815e+04 +1.0879191028444514e+07 
+5.9999999999999998e-01 -5.5386560843052357e-01 +7.2212916959412548e+00 +5.5441133296153167e+00 -2.6194542307540292e+01 +2.8942508030139384e+03 -9.0723492201771456e+04 +1.1182661408383090e+07 
+6.5000000000000002e-01 -5.5386974311333259e-01 +7.2215354184941054e+00 +5.5456584667636966e+00 -2.6224118098483203e+01 +2.8005099423567267e+03 -8.9415667328399242e+04 +1.1531106581406705e+07 
+7.0000000000000007e-01 -5.5387428355148594e-01 +7.2218003776053763e+00 +5.5471180399342348e+00 -2.6243613395562960e+01 +2.6989416605093302e+03 -8.8147992164649782e+04 +1.1922948919746896e+07 
